Author,Author Birth,Author Death,Author Given,Author Surname,Copyright Status,Language,LoC Class,Num,Subject,Title,charset,gd-num-padded,gd-path,href,Number of Authors,Number of Genres,is_english_fiction,original_path,tokenized_path,cw_df_path,Author Birth Century
['Edwin Abbott Abbott'],[1838],[1926],['Edwin Abbott'],['Abbott'],['Not copyrighted in the United States.'],['English'],['QA: Science: Mathematics'],97,"['Mathematics', 'Fourth dimension', 'Geometry -- Fiction', 'Science fiction']",['Flatland: a romance of many dimensions'],us-ascii,97,000/00097.txt,/9/97/97.zip,1,4,True,../data/gutenberg-dammit-files/000/00097.txt,../data/gutenberg-dammit-files/000/00097_tagged.pickle,../data/gutenberg-dammit-files/000/00097_cw_df.pickle,1800
['Charles Dickens'],[1812],[1870],['Charles'],['Dickens'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],98,"['Historical fiction', 'London (England) -- History -- 18th century -- Fiction', 'Paris (France) -- History -- 1789-1799 -- Fiction', 'Lookalikes -- Fiction', 'Executions and executioners -- Fiction', 'French -- England -- London -- Fiction', 'British -- France -- Paris -- Fiction', 'France -- History -- Revolution, 1789-1799 -- Fiction']",['A Tale of Two Cities'],iso-8859-1,98,000/00098.txt,/9/98/98_8.zip,1,8,True,../data/gutenberg-dammit-files/000/00098.txt,../data/gutenberg-dammit-files/000/00098_tagged.pickle,../data/gutenberg-dammit-files/000/00098_cw_df.pickle,1800
['Mark Twain'],[1835],[1910],['Mark'],['Twain'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],102,"['Passing (Identity) -- Fiction', 'Legal stories', 'Infants switched at birth -- Fiction', 'Missouri -- Fiction', 'Trials (Murder) -- Fiction', 'Race relations -- Fiction', 'Impostors and imposture -- Fiction']","[""The Tragedy of Pudd'nhead Wilson""]",us-ascii,102,001/00102.txt,/1/0/102/102.zip,1,7,True,../data/gutenberg-dammit-files/001/00102.txt,../data/gutenberg-dammit-files/001/00102_tagged.pickle,../data/gutenberg-dammit-files/001/00102_cw_df.pickle,1800
['Jules Verne'],[1828],[1905],['Jules'],['Verne'],['Not copyrighted in the United States.'],['English'],"['PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese']",103,"['Adventure stories', 'Voyages around the world -- Fiction']",['Around the World in 80 Days'],us-ascii,103,001/00103.txt,/1/0/103/103.zip,1,2,True,../data/gutenberg-dammit-files/001/00103.txt,../data/gutenberg-dammit-files/001/00103_tagged.pickle,../data/gutenberg-dammit-files/001/00103_cw_df.pickle,1800
['Jane Austen'],[1775],[1817],['Jane'],['Austen'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],105,"['Psychological fiction', 'Young women -- Fiction', 'Ship captains -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Problem families -- Fiction', 'First loves -- Fiction', 'Love stories', 'Rejection (Psychology) -- Fiction', 'Motherless families -- Fiction']",['Persuasion'],us-ascii,105,001/00105.txt,/1/0/105/105.zip,1,9,True,../data/gutenberg-dammit-files/001/00105.txt,../data/gutenberg-dammit-files/001/00105_tagged.pickle,../data/gutenberg-dammit-files/001/00105_cw_df.pickle,1700
['Edgar Rice Burroughs'],[1875],[1950],['Edgar Rice'],['Burroughs'],['Not copyrighted in the United States.'],['English'],"['PZ: Language and Literatures: Juvenile belles lettres', 'PS: Language and Literatures: American and Canadian literature']",106,"['Apes -- Fiction', 'Fantasy fiction', 'Adventure stories', 'Africa -- Fiction', 'Jungles -- Fiction', 'Tarzan (Fictitious character) -- Fiction']",['Jungle Tales of Tarzan'],us-ascii,106,001/00106.txt,/1/0/106/106.zip,1,6,True,../data/gutenberg-dammit-files/001/00106.txt,../data/gutenberg-dammit-files/001/00106_tagged.pickle,../data/gutenberg-dammit-files/001/00106_cw_df.pickle,1800
['Thomas Hardy'],[1840],[1928],['Thomas'],['Hardy'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],107,"['Women farmers -- Fiction', 'Wessex (England) -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Pastoral fiction', 'Love stories', 'Farm life -- Fiction', 'Didactic fiction']",['Far from the Madding Crowd'],iso-8859-1,107,001/00107.txt,/1/0/107/107_8.zip,1,7,True,../data/gutenberg-dammit-files/001/00107.txt,../data/gutenberg-dammit-files/001/00107_tagged.pickle,../data/gutenberg-dammit-files/001/00107_cw_df.pickle,1800
['Sir Arthur Conan Doyle'],[1859],[1930],['?'],['?'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],108,"['Detective and mystery stories', 'Holmes, Sherlock (Fictitious character) -- Fiction']",['The Return of Sherlock Holmes'],us-ascii,108,001/00108.txt,/1/0/108/108.zip,1,2,True,../data/gutenberg-dammit-files/001/00108.txt,../data/gutenberg-dammit-files/001/00108_tagged.pickle,../data/gutenberg-dammit-files/001/00108_cw_df.pickle,1800
['Thomas Hardy'],[1840],[1928],['Thomas'],['Hardy'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],110,"['Didactic fiction', 'Pastoral fiction', 'Wessex (England) -- Fiction', 'Poor families -- Fiction', 'Women murderers -- Fiction', 'Women domestics -- Fiction', 'Children of clergy -- Fiction', 'Children of the rich -- Fiction', 'Man-woman relationships -- Fiction', 'Triangles (Interpersonal relations) -- Fiction']","[""Tess of the d'Urbervilles""]",iso-8859-1,110,001/00110.txt,/1/1/110/110_8.zip,1,10,True,../data/gutenberg-dammit-files/001/00110.txt,../data/gutenberg-dammit-files/001/00110_tagged.pickle,../data/gutenberg-dammit-files/001/00110_cw_df.pickle,1800
['Frances Hodgson Burnett'],[1849],[1924],['Frances Hodgson'],['Burnett'],['Not copyrighted in the United States.'],['English'],"['PS: Language and Literatures: American and Canadian literature', 'PZ: Language and Literatures: Juvenile belles lettres']",113,"['England -- Fiction', 'People with disabilities -- Fiction', 'Gardens -- Fiction', 'Yorkshire (England) -- Fiction']",['The Secret Garden'],us-ascii,113,001/00113.txt,/1/1/113/113.zip,1,4,True,../data/gutenberg-dammit-files/001/00113.txt,../data/gutenberg-dammit-files/001/00113_tagged.pickle,../data/gutenberg-dammit-files/001/00113_cw_df.pickle,1800
['Mark Twain'],[1835],[1910],['Mark'],['Twain'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],119,"['Humorous stories', 'Europe -- Fiction', 'Walking -- Fiction', 'Americans -- Europe -- Fiction']",['A Tramp Abroad'],iso-8859-1,119,001/00119.txt,/1/1/119/119_8.zip,1,4,True,../data/gutenberg-dammit-files/001/00119.txt,../data/gutenberg-dammit-files/001/00119_tagged.pickle,../data/gutenberg-dammit-files/001/00119_cw_df.pickle,1800
['Robert Louis Stevenson'],[1850],[1894],['Robert Louis'],['Stevenson'],['Not copyrighted in the United States.'],['English'],"['PR: Language and Literatures: English literature', 'PZ: Language and Literatures: Juvenile belles lettres']",120,"['Treasure troves -- Fiction', 'Pirates -- Fiction', 'Treasure Island (Imaginary place) -- Fiction', 'Sea stories']",['Treasure Island'],us-ascii,120,001/00120.txt,/1/2/120/120.zip,1,4,True,../data/gutenberg-dammit-files/001/00120.txt,../data/gutenberg-dammit-files/001/00120_tagged.pickle,../data/gutenberg-dammit-files/001/00120_cw_df.pickle,1800
['Jane Austen'],[1775],[1817],['Jane'],['Austen'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],121,"['Horror tales -- Appreciation -- Fiction', 'England -- Fiction', 'Gothic fiction', 'Young women -- Fiction', 'Satire', 'Books and reading -- Fiction', 'Love stories']",['Northanger Abbey'],us-ascii,121,001/00121.txt,/1/2/121/121.zip,1,7,True,../data/gutenberg-dammit-files/001/00121.txt,../data/gutenberg-dammit-files/001/00121_tagged.pickle,../data/gutenberg-dammit-files/001/00121_cw_df.pickle,1700
['Thomas Hardy'],[1840],[1928],['Thomas'],['Hardy'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],122,"['Love stories', 'Didactic fiction', 'Wessex (England) -- Fiction', 'Adultery -- Fiction', 'Heathlands -- Fiction', 'Mate selection -- Fiction', 'Mothers and sons -- Fiction', 'People with visual disabilities -- Fiction']",['The Return of the Native'],us-ascii,122,001/00122.txt,/1/2/122/122.zip,1,8,True,../data/gutenberg-dammit-files/001/00122.txt,../data/gutenberg-dammit-files/001/00122_tagged.pickle,../data/gutenberg-dammit-files/001/00122_cw_df.pickle,1800
['Edgar Rice Burroughs'],[1875],[1950],['Edgar Rice'],['Burroughs'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],123,"['Fantasy fiction', 'Earth -- Core -- Fiction', 'Adventure stories', 'Science fiction']","[""At the Earth's Core""]",us-ascii,123,001/00123.txt,/1/2/123/123.zip,1,4,True,../data/gutenberg-dammit-files/001/00123.txt,../data/gutenberg-dammit-files/001/00123_tagged.pickle,../data/gutenberg-dammit-files/001/00123_cw_df.pickle,1800
['Gene Stratton-Porter'],[1863],[1924],['Gene'],['Stratton-Porter'],['Not copyrighted in the United States.'],['English'],"['PZ: Language and Literatures: Juvenile belles lettres', 'PS: Language and Literatures: American and Canadian literature']",125,"['Bildungsromans', 'Indiana -- Fiction', 'Conflict of generations -- Fiction', 'Swamps -- Fiction', 'Girls -- Fiction']",['A Girl of the Limberlost'],us-ascii,125,001/00125.txt,/1/2/125/125.zip,1,5,True,../data/gutenberg-dammit-files/001/00125.txt,../data/gutenberg-dammit-files/001/00125_tagged.pickle,../data/gutenberg-dammit-files/001/00125_cw_df.pickle,1800
['Sir Arthur Conan Doyle'],[1859],[1930],['?'],['?'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],126,"['Adventure stories', 'Challenger, Professor (Fictitious character) -- Fiction']",['The Poison Belt'],us-ascii,126,001/00126.txt,/1/2/126/126.zip,1,2,True,../data/gutenberg-dammit-files/001/00126.txt,../data/gutenberg-dammit-files/001/00126_tagged.pickle,../data/gutenberg-dammit-files/001/00126_cw_df.pickle,1800
['John Bunyan'],[1628],[1688],['John'],['Bunyan'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],131,"['Christian pilgrims and pilgrimages -- Fiction', 'Christian fiction']","[""The Pilgrim's Progress from this world to that which is to come, delivered under the similitude of a dream, by John Bunyan""]",us-ascii,131,001/00131.txt,/1/3/131/131.zip,1,2,True,../data/gutenberg-dammit-files/001/00131.txt,../data/gutenberg-dammit-files/001/00131_tagged.pickle,../data/gutenberg-dammit-files/001/00131_cw_df.pickle,1600
['Harold Frederic'],[1856],[1898],['Harold'],['Frederic'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],133,"['Psychological fiction', 'Methodists -- Fiction', 'Belief and doubt -- Fiction', 'Clergy -- Fiction', 'New York (State) -- Fiction']",['The Damnation of Theron Ware'],us-ascii,133,001/00133.txt,/1/3/133/133.zip,1,5,True,../data/gutenberg-dammit-files/001/00133.txt,../data/gutenberg-dammit-files/001/00133_tagged.pickle,../data/gutenberg-dammit-files/001/00133_cw_df.pickle,1800
['Mary Wollstonecraft'],[1759],[1797],['Mary'],['Wollstonecraft'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],134,['Fiction'],"['Maria, or the Wrongs of Woman']",us-ascii,134,001/00134.txt,/1/3/134/134.zip,1,1,True,../data/gutenberg-dammit-files/001/00134.txt,../data/gutenberg-dammit-files/001/00134_tagged.pickle,../data/gutenberg-dammit-files/001/00134_cw_df.pickle,1700
['Victor Hugo'],[1802],[1885],['Victor'],['Hugo'],['Not copyrighted in the United States.'],['English'],"['PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese']",135,"['Historical fiction', 'Paris (France) -- Fiction', 'Orphans -- Fiction', 'Ex-convicts -- Fiction', 'French literature']",['Les Misérables'],us-ascii,135,001/00135.txt,/1/3/135/135.zip,1,5,True,../data/gutenberg-dammit-files/001/00135.txt,../data/gutenberg-dammit-files/001/00135_tagged.pickle,../data/gutenberg-dammit-files/001/00135_cw_df.pickle,1800
['Frances Hodgson Burnett'],[1849],[1924],['Frances Hodgson'],['Burnett'],['Not copyrighted in the United States.'],['English'],"['PZ: Language and Literatures: Juvenile belles lettres', 'PS: Language and Literatures: American and Canadian literature']",137,"['London (England) -- Fiction', 'Orphans -- Fiction', 'Schools -- Fiction', 'Boarding schools -- Fiction']","[""Sara Crewe: or, What happened at Miss Minchin's boarding school""]",us-ascii,137,001/00137.txt,/1/3/137/137.zip,1,4,True,../data/gutenberg-dammit-files/001/00137.txt,../data/gutenberg-dammit-files/001/00137_tagged.pickle,../data/gutenberg-dammit-files/001/00137_cw_df.pickle,1800
['Sir Arthur Conan Doyle'],[1859],[1930],['?'],['?'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],139,"['Fantasy fiction', 'South America -- Fiction', 'Dinosaurs -- Fiction', 'Prehistoric peoples -- Fiction', 'Challenger, Professor (Fictitious character) -- Fiction']",['The Lost World'],us-ascii,139,001/00139.txt,/1/3/139/139.zip,1,5,True,../data/gutenberg-dammit-files/001/00139.txt,../data/gutenberg-dammit-files/001/00139_tagged.pickle,../data/gutenberg-dammit-files/001/00139_cw_df.pickle,1800
['Upton Sinclair'],[1878],[1968],['Upton'],['Sinclair'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],140,"['Political fiction', 'Lithuanian Americans -- Fiction', 'Chicago (Ill.) -- Fiction', 'Immigrants -- Fiction', 'Stockyards -- Fiction', 'Working class -- Fiction', 'Meat industry and trade -- Fiction']",['The Jungle'],us-ascii,140,001/00140.txt,/1/4/140/140.zip,1,7,True,../data/gutenberg-dammit-files/001/00140.txt,../data/gutenberg-dammit-files/001/00140_tagged.pickle,../data/gutenberg-dammit-files/001/00140_cw_df.pickle,1800
['Jane Austen'],[1775],[1817],['Jane'],['Austen'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],141,"['Domestic fiction', 'England -- Fiction', 'Adoptees -- Fiction', 'Uncles -- Fiction', 'Country homes -- Fiction', 'Cousins -- Fiction', 'Young women -- Fiction', 'Children of the rich -- Fiction', 'Love stories']",['Mansfield Park'],us-ascii,141,001/00141.txt,/1/4/141/141.zip,1,9,True,../data/gutenberg-dammit-files/001/00141.txt,../data/gutenberg-dammit-files/001/00141_tagged.pickle,../data/gutenberg-dammit-files/001/00141_cw_df.pickle,1700
['Mark Twain'],[1835],[1910],['Mark'],['Twain'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],142,"['Short stories', 'Fiction']","['The 30,000 Dollar Bequest and Other Stories']",us-ascii,142,001/00142.txt,/1/4/142/142.zip,1,2,True,../data/gutenberg-dammit-files/001/00142.txt,../data/gutenberg-dammit-files/001/00142_tagged.pickle,../data/gutenberg-dammit-files/001/00142_cw_df.pickle,1800
['Thomas Hardy'],[1840],[1928],['Thomas'],['Hardy'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],143,"['Psychological fiction', 'Wessex (England) -- Fiction', 'Mayors -- Fiction', 'Atonement -- Fiction', 'Runaway husbands -- Fiction', 'Fathers and daughters -- Fiction']",['The Mayor of Casterbridge'],us-ascii,143,001/00143.txt,/1/4/143/143.zip,1,6,True,../data/gutenberg-dammit-files/001/00143.txt,../data/gutenberg-dammit-files/001/00143_tagged.pickle,../data/gutenberg-dammit-files/001/00143_cw_df.pickle,1800
['Virginia Woolf'],[1882],[1941],['Virginia'],['Woolf'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],144,['Fiction'],['The Voyage Out'],us-ascii,144,001/00144.txt,/1/4/144/144.zip,1,1,True,../data/gutenberg-dammit-files/001/00144.txt,../data/gutenberg-dammit-files/001/00144_tagged.pickle,../data/gutenberg-dammit-files/001/00144_cw_df.pickle,1800
['George Eliot'],[1819],[1880],['George'],['Eliot'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],145,"['Love stories', 'England -- Fiction', 'Young women -- Fiction', 'Married people -- Fiction', 'Bildungsromans', 'Domestic fiction', 'Didactic fiction', 'City and town life -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction']",['Middlemarch'],iso-8859-1,145,001/00145.txt,/1/4/145/145_8.zip,1,9,True,../data/gutenberg-dammit-files/001/00145.txt,../data/gutenberg-dammit-files/001/00145_tagged.pickle,../data/gutenberg-dammit-files/001/00145_cw_df.pickle,1800
['Frances Hodgson Burnett'],[1849],[1924],['Frances Hodgson'],['Burnett'],['Not copyrighted in the United States.'],['English'],"['PZ: Language and Literatures: Juvenile belles lettres', 'PS: Language and Literatures: American and Canadian literature']",146,"['London (England) -- Fiction', 'Orphans -- Fiction', 'Schools -- Fiction', 'Boarding schools -- Fiction']",['A Little Princess; being the whole story of Sara Crewe now told for the first time'],us-ascii,146,001/00146.txt,/1/4/146/146.zip,1,4,True,../data/gutenberg-dammit-files/001/00146.txt,../data/gutenberg-dammit-files/001/00146_tagged.pickle,../data/gutenberg-dammit-files/001/00146_cw_df.pickle,1800
['Edgar Rice Burroughs'],[1875],[1950],['Edgar Rice'],['Burroughs'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],149,['Science fiction'],['The Lost Continent'],us-ascii,149,001/00149.txt,/1/4/149/149.zip,1,1,True,../data/gutenberg-dammit-files/001/00149.txt,../data/gutenberg-dammit-files/001/00149_tagged.pickle,../data/gutenberg-dammit-files/001/00149_cw_df.pickle,1800
['Thomas Hardy'],[1840],[1928],['Thomas'],['Hardy'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],153,"['Love stories', 'Didactic fiction', 'Wessex (England) -- Fiction', 'Adultery -- Fiction', 'Unmarried couples -- Fiction', 'Children -- Death -- Fiction', 'Illegitimate children -- Fiction', 'Stonemasons -- Fiction']",['Jude the Obscure'],iso-8859-1,153,001/00153.txt,/1/5/153/153_8.zip,1,8,True,../data/gutenberg-dammit-files/001/00153.txt,../data/gutenberg-dammit-files/001/00153_tagged.pickle,../data/gutenberg-dammit-files/001/00153_cw_df.pickle,1800
['William Dean Howells'],[1837],[1920],['William Dean'],['Howells'],['Not copyrighted in the United States.'],['English'],['PS: Language and Literatures: American and Canadian literature'],154,"['Domestic fiction', 'Psychological fiction', 'Socialites -- Fiction', 'Rich people -- Fiction', 'Businessmen -- Fiction', 'Boston (Mass.) -- Fiction']",['The Rise of Silas Lapham'],us-ascii,154,001/00154.txt,/1/5/154/154.zip,1,6,True,../data/gutenberg-dammit-files/001/00154.txt,../data/gutenberg-dammit-files/001/00154_tagged.pickle,../data/gutenberg-dammit-files/001/00154_cw_df.pickle,1800
['Wilkie Collins'],[1824],[1889],['Wilkie'],['Collins'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],155,"['Jewelry theft -- Fiction', 'Country homes -- Fiction', 'Detective and mystery stories', 'East Indians -- England -- Fiction', 'Police -- England -- Fiction', 'England -- Fiction']",['The Moonstone'],us-ascii,155,001/00155.txt,/1/5/155/155.zip,1,6,True,../data/gutenberg-dammit-files/001/00155.txt,../data/gutenberg-dammit-files/001/00155_tagged.pickle,../data/gutenberg-dammit-files/001/00155_cw_df.pickle,1800
['Jean Webster'],[1876],[1916],['Jean'],['Webster'],['Not copyrighted in the United States.'],['English'],"['PZ: Language and Literatures: Juvenile belles lettres', 'PS: Language and Literatures: American and Canadian literature']",157,"['Philanthropists -- Fiction', 'Bildungsromans', 'Women college students -- Fiction', 'Women authors -- Fiction', 'Love stories', 'Young women -- Fiction', 'Epistolary fiction', 'Schools -- Fiction', 'Boarding schools -- Fiction', 'Orphans -- Fiction']",['Daddy-Long-Legs'],us-ascii,157,001/00157.txt,/1/5/157/157.zip,1,10,True,../data/gutenberg-dammit-files/001/00157.txt,../data/gutenberg-dammit-files/001/00157_tagged.pickle,../data/gutenberg-dammit-files/001/00157_cw_df.pickle,1800
['Jane Austen'],[1775],[1817],['Jane'],['Austen'],['Not copyrighted in the United States.'],['English'],['PR: Language and Literatures: English literature'],158,"['Love stories', 'Humorous stories', 'Mate selection -- Fiction', 'Fathers and daughters -- Fiction', 'Bildungsromans', 'England -- Fiction', 'Female friendship -- Fiction', 'Young women -- Fiction']",['Emma'],us-ascii,158,001/00158.txt,/1/5/158/158.zip,1,8,True,../data/gutenberg-dammit-files/001/00158.txt,../data/gutenberg-dammit-files/001/00158_tagged.pickle,../data/gutenberg-dammit-files/001/00158_cw_df.pickle,1700
